Sentence,Sentiment
ICT Media | Turkcell 2300 kişiye ilave istihdam sağlayacak,notr
Avea'nın internet çekim hızı ve kalitesi hakkında yorumlarınız?? Turkcell'den geçme gibi bir niyetim varda..,notr
turkcell i sevmek için bi neden daha,olumlu
"Adam Turkcell subyancı,Turkcell sapık,Turkcell deil vodefone kullanın diye paylaşım yapıp Turkcellden ihale alıyor hemde daha yuksek ucretle",olumsuz
son olarak; turkcell 'her tUrlU' piSmanlIktIr. @superyardim @superonlinetr @turkcell @turkcellboykot @turkcellhizmet @tcellplatinum,olumsuz
Aveam kapandi turkcell hat aldim haberiniz ola gensler :),notr
"Telefonumu iş yerinde unutmuşum yeni farkediyorum,umarım telefonumu karıştıran bir kimse olmamıştır,Allaha emanet pzts kavuşuruz turkcell",notr
Kaliteli bir Avea ve Turkcell rekabeti daha galiba,notr
Yarın izinliysek demek ki ?? — Turkcell Global Bilgi İzmir şehrinde @ozgepezek ile birlikteyim https://t.co/Sc0j7YXxFG,olumlu
@xtraderx_ @NOmoneyNObuddy üstad Turkcell de kademelerdeki bakarmısınız,notr
"Oyak Yatırım, Turkcell için 12,5 TL hedef fiyat ile 'Endeksin Üzerinde Getiri' tavsiyesini sürdürdü",notr
Rehberdeki ilk 3 isim :)Abim AveaAbim turkcellAbim vodafone :P,notr
turkcell ceo'su kaan terzioğlu ile 4.5g'yi ve finansal sonuçlarını konuştuk,notr
hattı turkcell olan sahur yazıp 2222 ye göndersin ramazan boyunca saat 02:00–06:00 saatleri arası 2 gb internet bedava sömürün :-),notr
Turkcell yüzünden katil olacağım dogrudur,olumsuz
Lanet turkcell allah belanı versin inşallah batarsın adi operatör,olumsuz
@bozkurt_elif Milyonlarca Turkcell linin bir bildiği var :),notr
""" ruhumegoist: ttnetin internet hızı kaplumbağanın hızıyla kapışır."" bu yüzden turkcell süper online'a geçtim.",olumlu
"Bir adam vardı,canı sıkılan,canı sıkılan. Turkcell-im geldi sıkıntı gitti,sıkıntı bitti... Unutursak kalbimiz kurusun :) @TurkcellHizmet",olumlu
2 GB internet yaptırıp üstüne bedava 5 GB daha veren turkcell adamsın.,olumlu
Turkcell bana güzellik yaptı heralde hala twitter paketim bitmedi 3 gün sonra biticek diye mesaj geldi 5 gün oldu :D,olumlu
Turkcell Bedava İnternet 2016: @YouTube aracılığıyla https://t.co/noV5n03u79,olumlu
bazı insanlar turkcell'in sahur paketi gibi,notr
turkcell bana vermiş olduğunuz 5000 sms'yi her ay aynen iade ediyorum gelin anlaşalım mesajlarımı diğer ay internet'e dönüştürün ((:,notr
turkcell-ciliv ve mcdonald's-thompson ın ceo'ları 2'side bugün istifa ettiler. 2'side başarılı ve örnek alınacak yöneticilerdi.,notr
Turkcell bana bos mesaj atıyor benden mı hoslanıyo ne :D,olumsuz
haftasonu bedava sms sahurda bedava internet şımartıyosun turkcell ^_^,olumlu
Zenginlik bi kez daha kazandi. 1 saat bekledikten sonra turkcell platinum musteri hizmetlerini aradım isimi 5 dkda hallettiler :@,olumlu
"dün bi mail geldi, turkcell adı altında borcunuz var diyerek açtım  #farkındaolmadan virüs muş ve bilgisayarım da ki herşey gitt. ????????",notr
Artık Turkcell bile mesaj atmıyor. Harbi yalnızım..,olumsuz
dün turkcell bayiilerinde bursaspor forması giymiş çalışanlar vardı. bi mevzu olduğunu anladiydim :),olumlu
Benim en iyi dostum turkcell dominos. Onlar da terk ederdi olmasa param,notr
turkcellhizmet ama sizinle mücadele etmicem sıkıldım artık ödeyeceğim ve turkcell'e ödediğim son para olacak,olumsuz
Düşünsene D&R'dan aldığı kitapla Mado'ya gidip oturuyorsun ve tam o sırada Turkcell hatlı telefonuna faşizmden mesaj geliyor slm diye,notr
Turkcell ile ortaklaşa düzenlediğimiz etkinliğimize hepinizi bekliyoruz! Tarih: 23 Şubat 2017 Yer: Osman Turan Kül…,notr
"gnctrkcll diyorlar , bide öğrencisin diyorlar ama ayda 100 lira fatura ödetiyorlar reva mı bu şimdi turkcell !",olumsuz
"Fatura bilgilendirmesini sorunsuz yapan Turkcell , kullanım açısından müşteri memnuniyeti sıfır. Başka operatör şart",olumsuz
"vodafone un internetinin iGrenCliGi,buna geCeli daha 1 ay olmasIna raGmen Cok piSman olan ben,acil kavuSmak istediGim turkcell.",olumlu
helal turkcell. böyle günlerde çok güzel hareketler bunlar.,olumlu
"wodafone ne biCim hatsIn be yoldayIz Surda iki hediye net versen OlUr mUsUn,turkcell kadar olamIyorsun puh |13 @vodafonedestek",olumlu
Ulan kimse doğru düzgün mesaj atmaz bütün sene sıkılırım yoğun olduğum zaman abuk subuk insanlardan bir sürü mesaj gelir turkcell bana karşı,notr
Turkcell Enerji Firması Kuruyor,notr
allam ben neden daha önce geçmedim turkcell'e neden neden,olumlu
Apple Watch Series 2 42mm 1459tl (Turkcell sarı kutu puanı ile),notr
turkcell kullanmak piSmanlIktIr net!,olumsuz
yil olmuş 2013 hala turkcell çat diye internet paketi kesiyor alt kattaki wirelessi telefon çekmiyor yazıklar olsun böyle teknolojiye,olumsuz
"lan turkcell yeter lan, akıllı kadınlar kulübü mesajı atıp durma",olumsuz
@fuzefuze neresi guzeldi ya turkcell 5mesajdan sonra bedava yuzunden her gun annemden 10 kontor atiyodum kendime simdi ne guzel sinir yok,olumlu
turkcell seni affetmicem :@,olumsuz
#futbolnegüzelşey turkcell'le futbol ne güzel şey,olumlu
TEŞEKKÜRLER 1GB NET İÇİN :) TURKCELL #boşdeğilim @gnctrkcll,olumlu
Turkcell Müzik'te Bengü - Yaralı şarkısını dinliyorum. http://trcll.im/hE5eV  Gömülü resim için kalıcı bağlantı,olumlu
Bilmedigim bir nedenle hediye 1gb internet vererek beni dunyanin en mutlu insani yaptin sevgili Turkcell,olumlu
"@turkcell Sehrin orta yerine konuSmak iCin 2g veremeyen turkcell,istersen 80.5g yi bedava ver,yine tercih etmem sizi",olumsuz
Turkcell Akıllı Kadınlar Kulübü'nden akıllı öneriler : Ramazana Özel Güllaç Tarifi http://www.facebook.com/TurkcellAkilliKadinlarKulubu/app_360216020740554?app_data=eyJwYWdlIjoicHJhdGlrXC9kZXRhaWwiLCJxcyI6ImlkPTI3NCJ9 …,notr
Bende diyorum şarjım niye çabuk bitiyor turkcell %50 vodafone %25 daha az şarj yiyormuş ama Avea'nın öyle bir girişimi yok :D @Avea,olumsuz
burda bi turkcell var 3310 kılıfı satıyo,notr
LÜTFEN GARANTİ VE TURKCELL HAKKINDAKİ BU YAZIYI OKUYUN!! Garantar ile Türsel http://bit.ly/HlfHp1  #BuradanAlma @turkcell @garanti,notr
"iPad almak icin girdigim Turkcell Iletisim Merkezi'nden iPhone 5 alip ciktim, pisman degilim..",notr
?Turkcell Türkiye Büyükler Atletizm Şampiyonası'nın ilk gününde 9 dalda yarışlar yapıldı. ?,notr
"Bi karar verin artık Vodafone mu Avea mı Turkcell mi en iyi 4.5G şebekesini almış,hanginiz yalancıktan reklam döndürüyo ekranlarda?",notr
"sevmemek falan hikaye. bu turabi zeki adam ha ! hasan'ın da turkcell sembolleri var tabi, hemen onu yazcak. survivorallstar ;)",notr
"ben platinium uyeyim ;) turkcell eve gonderiyor.. Ben evde inceliyorum.., cok incesiniz saolun.. @netteonline @Ucupak",olumlu
Turkcell sömüre sömüre bi şey bırakmadın be bizde,olumsuz
"3 kat hızlı 3G, dünyada ilk kez ve sadece Turkcell ile Türkiye’nin 81 ilinde kullanılabilecek.",notr
ıkidir 15 lirami sebepsiz yere aldin turkcellhizmet turkcell ... ben de hattimi degistirmezsem... resmen rezilsiniz...,olumsuz
gun gecmiyor ki internetiniz dahada igrenclesmesin! turkcell,olumsuz
Turkcell net paketi nasl yapiliyooo?,notr
Heyy gıdı turkcell hanı dort cekerdın sen bı telefonla konusturmadın,olumsuz
"turkcell superonlinedan aradIlar,hiC olmadIGIm bir adreste internet hizmeti aldIGImI sOylediler,almIyorum o adreste de hiC olmadIm dedim",notr
superonlinetr eğer ki bende elimden geldiğince müşteri kaybetmene sebep olmazsam turkcell bana ayşe demesinler,olumsuz
turkcell bana bir ulaş konuşmamız gereken mühim şeyler var.,notr
"Turkcell eskiden mesaj atardı, şimdi aramaya başladı. Yakında içip içip kapıya dayancak diye korkuyorum.",olumsuz
Turkcell'den yenilikçi tablet!.. Wikipad 7 http://www.paralimani.com/turkcell-superonline-dan-oyunseverlere-yenilikci-tablet-haberi-44707/?utm_source=f5haber&utm_medium=f5haber&utm_campaign=f5haber …,olumlu
Turkcell T40 Desenli Kapaklı Kılıf - ALBENITAK telefon kiliflari http://fb.me/6nlmGKxbn,notr
turkcell hiç bir yerde çekmiyor,olumsuz
"molalarda ne kadar sinir olsam da uludağ gazoz, head&shoulders, beko, turkcell vs. reklamlarını çok özledim...",olumlu
İnternetsiz kaldım :( Turkcell nolur bana internet verin ? @TcellPlatinum,notr
"tUrk telekom'da CalISIp,hattI turkcell olup sonrasInda bugUn vodafone'a taSInan bilin kim ? |47",notr
lan size en azından turkcell mesaj atıyor ben telefon bile kullanmıyorum amk,notr
"Bu Turkcell de iyice uçtu.Yok 20 yükle 120 al ,40 yükle 400 al hesaplamalarıma göre 30Bin TL yüklesem şirketi üstüme yapacaklar.",notr
yasadıgım en hüzünlü ayrılık yemin ederim :(((( elbet bir gün kavusacagız turkcell,olumlu
"elvada vodafone,merhaba turkcell.bakalIm hayata baglanacakmiyiz kOrdUGUm mU olacaGIz gOrecegiz.",notr
turkcell kadar emperyalist bir operatOr daha gOrmedim...,olumsuz
superyardim turkcell superonline & türk telekom işbirliği ile maksimum hızda fiber rezalet!,olumsuz
Turkcell Müzik'te 'Yonca Evcimik-Vurula Vurula şarkısını dinliyorum. Sen de dinlemek istersen; http://trcll.im/HUQAP,olumlu
müşteri hizmetlerine ulaşmak cumhurbaşkanına ulaşmaktan daha zor teşekkürler turkcell,olumsuz
Turkcell Çiftçi Birliği Şanlıurfa Kampanyası http://kimkazandi.com/kampanya/turkcell-ciftci-birligi-sanliurfa-kampanyasi-ceklis … @kimkazandi aracılığıyla,notr
Turkcell saolsun beleş net :Dd,olumlu
Turkcell Vınn kullanmak pişmanlıktır. 50 GB sınırsız alıyorsun 150 Mpbs'den 128 Kbps'ye düşürüyorlar hızı kota dolunca. Ne anlamı kaldı ?,olumsuz
^turkcell'le baGlan hayata^ sloganI sanki mUSteriler tarafIndan ^trkcll'le kazIklan hayatta^ olarak deGiStirilecek gibi..,olumsuz
"@HSelinIpekci  70 tane 1,29 u mu çarptırdı bu turkcell sana",olumsuz
Yarının programı : uyanıs-midtermler-turkcell-s.o.s.-oda-sızasıya kadar LM-yatış,notr
"Turkcell M.H : Sağa dönmek için 1'i, sol için 2'yi, önüm arkam diyorsanız 3'ü, Allah cezanızı versin diyorsanız da 4 'ü tuşlayabilirsiniz.",olumsuz
"bugüne kadar hizmet aldığım kurumların içinde  turkcell, o kadar büyük bir farkla orospu çocuğu ki, cümle içindeki orospu ma…",olumsuz
"1 yeni mesaj: telefona koş, koltuğa atla, okyanus geçer gibi aceleyle mesajı aç ve ""TURKCELL""den geldiigiinii gör..",olumsuz
Bıktım bu Turkcell'in sürekli kopan internetinden !!!,olumsuz
"ay, sonunda dogru duzgun bi paket yapmissiniz, eyvallah ^.^ turkcell",olumlu
Turkcell:Tl yukleyince-değerli müşterimizTl bitince-sayin abonemiz.,olumsuz
yaaa canIm turkcell bi turkcell kadar olamiyosunuz lan :|,olumlu
Beyler o kadar turkcell e sovmussunuz ama bugun $TCELL +2.37% yapmis,olumlu
"Türk Telekom Grubu’nun marka değeri 2 milyar dolar, Turkcell’inki ise 1,5 milyar dolar olarak ölçülmüş. Hangi yonteme gore olcum yapilmis?",notr
turkcell platinumu seviyorum ????,notr
Az biraz paranız varsa Turkcell den şaşmayın arkadaş. 7 yılda sorun yaşamadım.,olumlu
İyiki varsın turkcell sen olmasaydın telefonu çöpe atacaktım.,olumlu
@dgncn Doğancan Turkcell hattı süper çeker ama internetide süper yer  benden sölemesi.,olumlu
"Telefonuma, Turkcell ve İstanbul Üniversitesi Rektörlüğü haricinde mesaj gelmiyor. Uzun süre mesaj hakkı yapmayınca böyle oluyormuş demek.",olumsuz
turkcell 14 saatligine 14gb internet vermis. sevgililer gununde aldigim ilk hediye. senI sevIyorum turkcell. #14SubatmISiyiiSrIfkI,olumlu
Turkcell ne malsın olum sen.,olumsuz
"turkcell genel mUdUrU kaan terzioGlu, ^bIp ile whatsapp'I geride bIrakacaGIz^ dedi.",notr
370 tl fatura gondermeyı bılıyorsunuz fakat ıstanbulun ortasında 3g'nız cekmıyor nasıl olacak? turkcellmusterıhızmetlerı turkcell,olumsuz
Altman Z-Score Analysis for Turkcell Iletisim Hizmetleri A.S. Sponsored ADR (TKC) #altmanzscore…,notr
"turkcellhizmet turkcell çok mu zordu oraya seyyar bir baz istasyonu koymak, bu kadar mı tasarruftasınız, evimde çekmediği yetmiyor gibi",olumsuz
sorarlarsa yurdun interneti yüzünden turkcell stajını kaybetti dersiniz :(:(:((:(,notr
Turkcell bana 15GB turbo sınırsız internet verdi ya ne tatlı ne minnoş :),olumlu
Turkcell reklamlarinda ki olay nedir Emina Sandal 3g li telefonu olana asikmi oluyo bu mu yani anlamamiz gereken :/,notr
kaldı...bitsin...turkcell superonline'a tekmeyi basarım...,olumsuz
Turkcell reklamı ne öyle yaaa:-Naparım bilemem GUGILSIIIIZZZz  böyle de olmaz kiii:) haha GUGILGUGILGUGILGUGIL :D,notr
Turkcell'in görme engelliler için sinemalarda sesli betimleme uygulaması takdire şayan olmuş tebrikler turkcell,olumlu
10 ayım kaldı...bitsin...turkcell superonline'a tekmeyi basarım...,olumsuz
Bir ramazan paketinin daha sonuna geldık artık paraya kıyın ve ınternet paketı yapın kendınze -TURKCELL,notr
turkcell kimse senin gibi çekmiyor,olumlu
@fizy @tarkan #fizy #tarkanliveus @turkcell @TurkcellHizmet @SuperYardim turkcell önce müşterilerini mağdur etmeyi bıraksın.,olumsuz
Turkcell İletişim Merkezi görevlileri tarifelerle ilgili insanlara yanlış bilgi veriyor normal tarife farklı bilgi verdikleri farklı ..,olumsuz
@FethiCalik @SensinKahraman  abi turkcell formayi  turkcell adresimize mi gönderecek.. bana bağış alındı mesajı geldi..forma gelmeyecek mi,notr
tek sevgilim 14 Subatta 14gb internet veren canIm turkcell :),olumlu
"Ödediğim yüklü turkcell faturaları için telefonla arayıp teşekkür değil, elimi öpmeleri lazim.",notr
her turkcell reklami gibi hulya kocyigitli reklam de berbat.,olumsuz
"ay deli gibi oldum yemin ederim, turkcell'in reklamını her izlediğimde ağlıyorum adamlar yapmış.",olumlu
"Turkcell'in sahibi olsam ""ulan kıymetinizi bilin amk bizde olmasak mesaj atanınız yok yalnızlar"" diye mesaj atardım abonelere.",olumlu
turkcell reklamı açtım geçmişten günümüze hepsini izledim,notr
@YildizzTilbee turkcell paranı mı vermedi noldu ? :)),olumlu
ulan turkcell 4.5 g gelince de böyle yavaş olursan yemin ederim seni terkedecem,olumsuz
"15 yıl sonra turkcell, dünyada operatörlerin denemediği bir alana daha girmeye çalışıyor (bipp). keşke geçmişten ders alsalar. 2/2",olumsuz
@superonlinetr Turkcell varsa boşa heveslenmeyin :) mutlaka sizden bir şeyler alacaktır.,olumsuz
Turkcell reklamı saçmalamakta sınırları zorluyor bu kadar salakca bi reklam görmedim amk,olumsuz
"Aynen... Ne bu zincirlerle ne de Turkcell ile asla isim olmadi, olmayacak...",olumsuz
Bayadır mesaj gelmiyodu bugün mesaj geldi tabi ben bir heyecanla açtım ekran kilidini bilin bakalım kim ? Evet doğru bildiniz Turkcell,olumsuz
Turkcell musteri hizmetleriyle konusurken sesinin 5 ton incelmesini  biri aciklayabilir mi ?,notr
Turkcell'in netinde mi sorun var,olumsuz
@tantazade çünkü turkcell li olmak bunu gerektirir??,olumlu
o değil de turkcell reklamı on numara olmuş öyle dumduk,olumlu
@TurkcellHizmet @CaglayanHarun Turkcell den alınan cihazlar garanti kapsamnda degil,olumsuz
bu turkcell fatura kesmiyor banka soyuyor ayni kampanya aveada 55 turkcellde 70 lira yok böyle bişi,olumsuz
sarjimin bitmesini hic dert etmiyorum cunku sevgilim yok ışim yok tek arayanim turkcell,notr
"Turkcell, bazı bilgi mesajlarınla kafamı karıştırıyorsun :(",olumsuz
Kasa Görevlisi - ÖMEROĞULLARI TİCARET - Turkcell İletişim Merkezi [Van - 03.06.2015] http://ift.tt/1Fuj5MV,notr
kaan_terzioglu turkcell ne avantaji? 10 gbt internetimin hesabini verin halki soyuyorsunuz turkcellhirsiz,olumsuz
10 GB hediye internet gelmiş canımsın turkcell,olumlu
turkcell her yerde Cekiyorsa neden sivilcesi CIkmIyor |01,notr
turkcell tam bana göre tarife yapmış 1000 dk 1000 sms 4gb internet teşekkürler @turkcell @turkcellhizmet ????,olumlu
arkadaslar 20 sd karsılığı kaç kontör atarsınız turkcell hattına?pls pls pls!çok lazım.stardolla... http://fb.me/VyXAAWxP,notr
Turkcell çok özenti ya ilk Gangnam Style şimdide Harlem Shake,notr
"turkcell tarife mesajları gönderip duruyor. ""şu telefonu kullan artık."" demek istiyor heralde ama yemezler.",notr
#BuSabahda uyanip telefonumdan bi dizi izliyim dedim. wi-fi acik sanip turkcell 3g ile koca bi bolumu devirdim.. oy ben nerelere gidem,notr
Sahrayıceditin göbeğinde tek çentik çeken turkcell dört 4.5 g ye geçmiş sen önce çekim gücünü yükselt sonra geçmesi kolay,olumsuz
"Turkcell birakicam seni, niye hala gnctrkcll den mezun oldun diye sms atiyorsun, ne bu ima her dogumgunumde",olumsuz
İnternet hızını sikeyim turkcell,olumsuz
Teşekkürler @Turkcell buralara @vodafoneTR sağ olsun 3G uğramamış. Babamın Turkcell hattından bağlanıyorum,olumlu
TURKCELL AYLIK 4GB (15 TL),notr
turkcell aboneleri dikkat edin tucell mUSterilerini kaz yolar gibi yoluyor bizi maGdur ettiler kendileri turkcell aboneleri dikkat edin,olumsuz
@Turkcell kısacası insanları kandıran ve dolandıran bir firma olarak turkcell güvenimi tamamen kaybetmiştir,olumsuz
Bu genç turkcell deki gencaver bile derdime çare bulamiyo siz kimsiniz?,olumsuz
hayatimda yaptigim en buyuk hata sumeyyeyi dinleyip turkcell hat almakti,olumsuz
Bu turkcell nekadar da mübarek ramazan boyunca 2 GB internet verdi şimdi canım Ya,olumlu
İnsanları dolandırmada çağ atladın be Turkcell,olumsuz
"THY’de düşen yolcu sayısını nasıl yorumlamalı? Turkcell, Vodafone ve Türk Telekom'un yerli bazla imtihanı...",notr
@yildizztilbee ya o reklam deGildi ki o bizim iCin yeni bir klipti :( sesini duyalIm yeter bize #yUzkarasIturkcell @turkcell,olumsuz
Beni bu turkcell yedirdi bitirdi yemin ediyorum :(,olumsuz
"turkcell superonline, yurt dışına bağlantısını 400 kat artırdı.",olumlu
"Uzmanlar yılın davasını tartışıyor:Turkcell'in aleyhine Washington Federal Mahkemesi'nde dava açtığı MTN, ülkesi Güne.. http://bit.ly/HGxxsO",notr
turkcell mUzik uygulamamdan nIrvana best of SarlIlarInI yudumluyorum Su an 1 tek serpme kahvaltIm ve basket faulUm eksik,notr
"Oyunda tam gol atıcaktım, telefon çekmediği için çıktı abv turkcell",olumsuz
"Turkcell çağrı merkezindeki çocuk telefonu kapatırken ""hayırlı günleriniz olsun""dedi. İşinden olmasa bari?",notr
"Turkcell de sahan, avea da ata demirer, vodafone da safak sezer, tt net te cem yilmaz. Ama nedense faturalar hic guldurmuyor. Nasil olacak?",notr
@thesquatgirl turkcell tv den izleyiiin.,olumlu
İş ilanı: SENIOR SOFTWARE DEVELOPER - Turkcell İletişim Hizmetleri A.Ş. [İstanbul(Asya) - 17.02.2017] // Tercihen...,notr
Peki bu turkcell hız testi reklamındaki eleman neden trakyalı gibi konusuyor,notr
Turkcell madem dakka bir mesaj atıcan bi halimi hatırımı sor gerizekalı. Nasılsın diye bi sor önce. Hep para istiyon.,olumsuz
"turkcell dün passoligi olanlara beleş bilet dağıtırsa tabiiki o stad dolar amk, rize daha önce ne zaman stadı doldurmuş",olumlu
kırk yılın başı beleş turkcell interneti kullanayım dedim onda da zengin muamelesi gördüm.,notr
@SuperYardim hem turkcell hemde superonline ayrı ayrı fatura gondermiş!!! Hem Cagrı merkezındekiler hemde bayidekiler haklı oldugumuzu ...,olumsuz
Şimdi  turkcell  beleş  internet veriyo desem inanmazsınız  ama inanın,olumlu
teşekkürler turkcell...530tl değerinde bir telefon hediye ettiniz bana..turkcell farkını herkese  belli etmiş oldunuz..:),olumlu
hayat annemin babamin ablamın iphone kullanirken benim telefonum turkcell t50 ve faturaminda 4 aydir kesik olmasi kadar acimasiz ve adaletsz,olumsuz
ülkemize lte geliyor :)herkes turkcell'e geçsin,olumlu
"Turkcell Bey kardesim, 4 ceker diyorsun, 3G'de rakipleri katladim diyorsun, reklam panonun onunden geciiyoruz edge diyor halen.",olumsuz
Her yerde çekseniz neye yarar bu kadar rezillik çektirdikten sonra Turkcell,olumsuz
Bu arada hiç acitasyonlu reklam görmeden bayramı geçirdik derken az önceki şarkıdan önce turkcell superonline'ın leş reklamı denk geldi. Abv,olumsuz
turkcell akıllı depo kullanan varmı,notr
skymoonbird yaşadığınız koy neresi acaba eğer şikayet turkcell ile alakalı ise yardımcı olmaya çalışırım,notr
Turkcell'den Enerji Hamlesi,notr
"Okuyan Herkese Günaydın , Mutlu Pazarlarr. (@ Turkcell İletişim Merkezi in İstanbul) https://t.co/oEdosnIVX2",olumlu
"turkcell/terzioğlu: onlar 1 senede 1 milyon kullanıcıya ulaştı, biz 6 ayda 1,5 milyon kullanıcıya ulaştık",notr
İnternet paketi yapmaya bu kadar uğraşmamistım turkcell,olumsuz
#2gbsInIrsIzpaketim 'i geri ver turkcell :d @turkcell @turkcellhizmet,notr
Turkcell bana 2gb internet verdi hayırdır inşallah :),olumlu
Gencler turkcell olan varsa salla kazan yeniden başlamış duyurulur,olumlu
"1 yeni mesaj ;  Seni çok özledim... Şaka la şaka Turkcell ben, borcunu ödemezsen yarın hattını kapatıcaz. Paramızı ver.",olumsuz
"Haber turu: FUTBOL Dakikalar cepte! Turkcell’in futbol heyecanını cebe taşıyan uygulaması GollerCepte, artık cep... http://bit.ly/tzURgX",notr
Turkcell bu ay bana bir girecek basks girmeye gerek kalmayacak ( fatura borcu ),olumsuz
Turkcell geleceğin teknolojilerini tanıtacak!,notr
#turkcell simdi ben yeni aldigim bu telefonu copemi atmaliyim?turkcellde hata olmaz cunku kesin yeni telde bi sorun var 1 ay oldu int. yok,olumlu
Turkcell-im reklamını özledim,olumlu
Ne ara özgür kız'dan bu maçoya döndün turkcell?,notr
@kubrakavun turkcell ?¿?¿?¿,olumsuz
"Turkcell=Şahan, Avea=Ata, Vodafone=Şafak, TurkTelekom=Cem ama faturalar gelince hiçç gülemiyoruz...",olumsuz
Dünyanın en kibar insanları Turkcell çalışanları Galiba sırf bu yüzden Turkcellden vazgeçemiyorum,olumlu
pazarlamanIn geleceGinin tartISIldIGI turkcell #teknolojizirvesi'nde cannes lions'In kazananlarI da var.,notr
Turkcell enerji ticareti şirketi kuracak!,notr
hadi hep birlikte turkcell'e sOvelim iCimden geldi,olumsuz
Vereceğiniz hizmetin içine scyim caniniz cehenneme. Arayın ulan beni. #turkcellsuperonline#turkcell# turkcellmusterihizmetleri,olumsuz
Benden duymuş olmayın ama İphone5 - 14 Aralıkta Turkcell ve Avea'da #ŞimdiBana İnanmazsınızda.!,notr
Turkcell Iletisim Hizmetleri AS upgraded by HSBC Holdings plc to buy.  $TKC #TKC,notr
turkcell git baSImdan ..,olumsuz
Net paketin bitmis ve yenilenmesine 3 gun varken gelen hediye mb tesekkurler Turkcell,olumlu
yaratici bir reklam olmus bk_berkaykaan :) turkcell çiğ köfte yapan ingiliz reklamı:,olumlu
Turkcell gibi aq sendeykende çekiyodum operatörü değiştirdim yine senden çekiyorum aq mesajları iletmiyo :@,olumsuz
konyanin gobeginde turkcell bile cekmiyo yuh,olumsuz
"bu turkcell işin iyice gübresini çıkardı.belki ben konuşmak istemiyorum sen karşıdaki adama ""zişan şimdi müsait"" diye mesaj yolluyorsun abi",olumsuz
@bakiciizartiik bi de Çağatay olunca daha kolay gelmiştir ;) ben Turkcell reklamından bu yana biliyorum zaten ilk ekran şeyi o,notr
"ÇALINTI: turkcell maxiplus5: turkcell maxiplus5 Seri No:864899012533576 , IMEI:864899012533576 ürün çalıntıdır! http://bit.ly/1bB4Vwl",notr
TTNet Pişmanlıktır.. Turkcell SuperOnline Candır :)),olumlu
10 yıldan beri Superonline uzantılı e-mail'imin bedelsiz bir ek hesabı vardı. İlk defa bu yıl onun için bedel istendi. Turkcell affetmez.,olumsuz
sizde benim gibi her dakika turkcell e küfür ediyormusunuz?,olumsuz
Turkcell in bu sahur kampanyası cok hoş,olumlu
3 hafta önce 4 takımın ortak olduğu şampiyonluk yarışı bu hafta itibariyle tek takıma düştü. Turkcell süper lig hiç bitmesin :),olumlu
Yurtdisindayken 1 dakika bile surmeyen aranmam icin 25 tl'yi faturama ekleyen turkcell'i de tebrik ediyorum.,olumsuz
@turkcellhizmet malesef turkcell yillardir duzenli odedigim faturalarin karsiligini bir cevap bile veremiyerek vermistir,olumsuz
"Turkcell  Katma değerli bütün servislerimi iptal ettirmek istiyorum, bir an evvel iptal edin bütün her şeyi lütfen.",olumsuz
"Sabah bir kalkıyorum 7-8 tane mesaj alıskın değilim bu kadar ilgiye biraz ara verin  ' Turkcell, hava durumu, ttnet, vatan bilgisayar '",olumsuz
Turkcell eskiden sadece mesaj atardi.. Şimdi aramaya başladi. Yakinda içip içip kapiyada dayanir. Beklerim yani..,olumsuz
"Turkcell aşırı pahalı, iki katı paketi 3 tl daha ucuza vodafonedan aldım.",olumsuz
ananın amı turkcell saat gecenin bi yarısı ne mesajı bu neyin baz istasyonunu yaşıyosun?,olumsuz
Turkcell'in bu mesajları sarhoşken attığını düşünüyorum,notr
ayy turkcell müşteri temsilcisiyle konustum kapatırken hayırlı aksamlar dedi alalala,notr
"ip ler çakışıyo ona bi çare bulmam lazım, diğer pc kapattım da oldu. vınn ı da kapamış turkcell",notr
Anneme hattimi turkcell'e taşıcam dedim öyle bi tepki verdi ki gören evi taşıyorum zanneder,notr
Telefonumu once Allah'a sonra turkcell'e havale ediyorum.,notr
bi keresinde 14 şubat için turkcell i aramıştım. o kadar fatura ödüyorum bana çiçek yollasanıza o gün diye. dram.,notr
turkcell piSmanlIktIr,olumsuz
turkcell genc yetenek sinavina girdim sorular masallah cok kazikti aradinizmi bu sorulari cok |01 |01,notr
sadece turkcell avea vodofone icin 5gb 3000dk 2000sms yapmadigim varmi yapdigim varsa  özele  valla diyom,notr
"Turkcell, patronunuzun sizi her yerde bulması için +6000 çekim noktasıyla hizmetinizde :D",olumsuz
"Turkcell’den, 175 gence staj ve iş imkanı https://t.co/WA4xeh7FvS https://t.co/0U2GukFzKx",olumlu
"Turkcell Hattimdan sürekli , konusmadigim halde lira ve dakika cekiliyor.",olumsuz
"ödemeli arama geldiğinde kenarında köşesinde yazsın allasen ya. telefonu en havalı sesimle açıyorum,turkcell'in karısı lafı ağzıma tıkıyor.",olumsuz
Hayret LAn İlk Defa Turkcell Bu Gün Mesaj Atmadı,olumsuz
Turkcell müşteri hizmetlerinde çalışan erkekler diksiyon dersi alsa iyi olacak.,olumsuz
"Turkcell Şebekesinde Drone Teknolojisi: Turkcell, ulaşımı zor olan alanlarda şebeke kalitesini sağlamak için D... http://t.co/p24Digm2RL",notr
Paketimde 3 gb internet olmasına rağmen şuan hattımda 7 gb internet var. İşte bu yüzden turkcell.,olumlu
Güldal abla ?? (@ Turkcell Global Bilgi Spor Salonu),notr
